,id,intakedate,intakereason,sheltercode,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype
5094,59741,2018-06-02 13:29:29,Stray,C1806591,Domestic Short Hair,White mix,Cat,5 years 11 months.,Male,Adoptable Cat Kennels,2018-07-14 00:00:00,Adoption
5095,59742,2018-06-02 14:01:03,Litter relinquishment,C1806611,Domestic Long Hair,Black and other colours mix,Cat,9 weeks.,Female,Feline intake room,2018-06-06 00:00:00,Foster
5096,59743,2018-06-02 14:01:03,Litter relinquishment,C1806612,Domestic Long Hair,Black and other colours mix,Cat,9 weeks.,Male,Cat room A,2018-06-05 00:00:00,Foster
5097,59744,2018-06-02 14:01:03,Litter relinquishment,C1806613,Domestic Long Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Kennels,2018-06-05 00:00:00,Foster
5098,59744,2018-06-02 14:01:03,Litter relinquishment,C1806613,Domestic Long Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Kennels,2018-07-06 00:00:00,Adoption
5099,59745,2018-06-02 14:01:03,Litter relinquishment,C1806614,Domestic Medium Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Kennels,2018-06-05 00:00:00,Foster
5100,59745,2018-06-02 14:01:03,Litter relinquishment,C1806614,Domestic Medium Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Kennels,2018-07-06 00:00:00,Adoption
5101,59746,2018-06-02 14:01:03,Litter relinquishment,C1806615,Domestic Long Hair,Black and other colours mix,Cat,5 weeks.,Male,Cat room A,2018-06-06 00:00:00,Foster
5102,59747,2018-06-02 14:01:03,Litter relinquishment,C1806616,Domestic Long Hair,Black and other colours mix,Cat,9 weeks.,Male,Feline intake room,2018-06-06 00:00:00,Foster
5103,59748,2018-06-02 14:01:03,Litter relinquishment,C1806617,Domestic Long Hair,Black and other colours mix,Cat,9 weeks.,Female,Feline intake room,2018-06-06 00:00:00,Foster
5107,59752,2018-06-03 15:28:00,Stray,C1806593,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2018-06-05 00:00:00,Foster
5108,59752,2018-06-03 15:28:00,Stray,C1806593,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2018-07-15 00:00:00,Adoption
5113,59757,2018-06-04 15:38:20,Litter relinquishment,C1806619,Domestic Short Hair,Black,Cat,7 months.,Male,Adoptable window colony,2018-06-12 00:00:00,Foster
5114,59757,2018-06-04 15:38:20,Litter relinquishment,C1806619,Domestic Short Hair,Black,Cat,7 months.,Male,Adoptable window colony,2018-06-28 00:00:00,Foster
5115,59757,2018-06-04 15:38:20,Litter relinquishment,C1806619,Domestic Short Hair,Black,Cat,7 months.,Male,Adoptable window colony,2018-07-15 00:00:00,Adoption
5116,59758,2018-06-04 15:38:20,Litter relinquishment,C1806620,Domestic Short Hair,White mix,Cat,7 months.,Female,Adoptable window colony,2018-06-12 00:00:00,Foster
5117,59758,2018-06-04 15:38:20,Litter relinquishment,C1806620,Domestic Short Hair,White mix,Cat,7 months.,Female,Adoptable window colony,2018-06-28 00:00:00,Foster
5118,59758,2018-06-04 15:38:20,Litter relinquishment,C1806620,Domestic Short Hair,White mix,Cat,7 months.,Female,Adoptable window colony,2018-07-01 00:00:00,Adoption
5119,59759,2018-06-04 15:38:20,Litter relinquishment,C1806621,Domestic Short Hair,Points,Cat,11 months.,Male,Cat obs,2018-06-28 00:00:00,Foster
5120,59759,2018-06-04 15:38:20,Litter relinquishment,C1806621,Domestic Short Hair,Points,Cat,11 months.,Male,Cat obs,2018-07-01 00:00:00,Adoption
5121,59760,2018-06-04 15:38:20,Litter relinquishment,C1806622,Domestic Short Hair,White mix,Cat,9 months.,Male,Adoptable window colony,2018-06-10 00:00:00,Foster
5122,59760,2018-06-04 15:38:20,Litter relinquishment,C1806622,Domestic Short Hair,White mix,Cat,9 months.,Male,Adoptable window colony,2018-08-07 00:00:00,Foster
5123,59760,2018-06-04 15:38:20,Litter relinquishment,C1806622,Domestic Short Hair,White mix,Cat,9 months.,Male,Adoptable window colony,2018-08-19 00:00:00,Adoption
5124,59761,2018-06-04 15:38:20,Litter relinquishment,C1806623,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Feline intake room,2018-06-10 00:00:00,Foster
5125,59761,2018-06-04 15:38:20,Litter relinquishment,C1806623,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Feline intake room,2018-08-07 00:00:00,Foster
5126,59761,2018-06-04 15:38:20,Litter relinquishment,C1806623,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Feline intake room,2018-08-21 00:00:00,Adoption
5127,59761,2018-06-04 15:38:20,Litter relinquishment,C1806623,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Feline intake room,2018-10-04 00:00:00,Reclaimed
5128,59762,2018-06-04 15:38:20,Litter relinquishment,C1806624,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Lobby,2018-06-10 00:00:00,Foster
5129,59762,2018-06-04 15:38:20,Litter relinquishment,C1806624,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Lobby,2018-08-03 00:00:00,Adoption
5130,59762,2018-06-04 15:38:20,Litter relinquishment,C1806624,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Lobby,2018-11-26 00:00:00,Adoption
5131,59763,2018-06-04 15:38:20,Litter relinquishment,C1806625,Domestic Short Hair,Black and other colours mix,Cat,7 weeks.,Female,Cat Iso,2018-06-10 00:00:00,Foster
5138,59774,2018-06-05 19:04:14,Stray,C1806400,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5139,59774,2018-06-05 19:04:14,Stray,C1806400,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5140,59774,2018-06-05 19:04:14,Stray,C1806400,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable Cat Kennels,2018-07-20 00:00:00,Adoption
5144,59780,2018-06-06 12:34:15,Litter relinquishment,C1806630,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5145,59780,2018-06-06 12:34:15,Litter relinquishment,C1806630,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-03 00:00:00,Foster
5146,59780,2018-06-06 12:34:15,Litter relinquishment,C1806630,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-19 00:00:00,Adoption
5147,59781,2018-06-06 12:34:15,Litter relinquishment,C1806631,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5148,59781,2018-06-06 12:34:15,Litter relinquishment,C1806631,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-03 00:00:00,Foster
5149,59781,2018-06-06 12:34:15,Litter relinquishment,C1806631,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-21 00:00:00,Adoption
5150,59782,2018-06-06 12:34:15,Litter relinquishment,C1806632,Domestic Short Hair,Orange,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5151,59782,2018-06-06 12:34:15,Litter relinquishment,C1806632,Domestic Short Hair,Orange,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-03 00:00:00,Foster
5152,59782,2018-06-06 12:34:15,Litter relinquishment,C1806632,Domestic Short Hair,Orange,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-17 00:00:00,Adoption
5153,59783,2018-06-06 12:34:15,Litter relinquishment,C1806633,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5154,59783,2018-06-06 12:34:15,Litter relinquishment,C1806633,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-07-03 00:00:00,Foster
5155,59783,2018-06-06 12:34:15,Litter relinquishment,C1806633,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-07-20 00:00:00,Adoption
5156,59784,2018-06-06 12:34:15,Litter relinquishment,C1806634,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5157,59784,2018-06-06 12:34:15,Litter relinquishment,C1806634,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-07-03 00:00:00,Foster
5158,59784,2018-06-06 12:34:15,Litter relinquishment,C1806634,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Male,Adoptable Cat Middle Colony,2018-07-14 00:00:00,Adoption
5159,59785,2018-06-06 12:34:15,Litter relinquishment,C1806635,Domestic Medium Hair,Multi colours,Cat,4 years 4 months.,Female,Adoptable Cat Big Colony,2018-06-08 00:00:00,Foster
5160,59785,2018-06-06 12:34:15,Litter relinquishment,C1806635,Domestic Medium Hair,Multi colours,Cat,4 years 4 months.,Female,Adoptable Cat Big Colony,2018-07-03 00:00:00,Foster
5161,59785,2018-06-06 12:34:15,Litter relinquishment,C1806635,Domestic Medium Hair,Multi colours,Cat,4 years 4 months.,Female,Adoptable Cat Big Colony,2018-08-24 00:00:00,Foster
5162,59785,2018-06-06 12:34:15,Litter relinquishment,C1806635,Domestic Medium Hair,Multi colours,Cat,4 years 4 months.,Female,Adoptable Cat Big Colony,2018-09-02 00:00:00,Foster
5163,59785,2018-06-06 12:34:15,Litter relinquishment,C1806635,Domestic Medium Hair,Multi colours,Cat,4 years 4 months.,Female,Adoptable Cat Big Colony,2018-09-30 00:00:00,Adoption
5164,59786,2018-06-06 13:10:54,Stray,C1806600,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-06-17 00:00:00,Foster
5165,59786,2018-06-06 13:10:54,Stray,C1806600,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-08 00:00:00,Foster
5166,59786,2018-06-06 13:10:54,Stray,C1806600,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-19 00:00:00,Foster
5167,59786,2018-06-06 13:10:54,Stray,C1806600,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-26 00:00:00,Adoption
5168,59787,2018-06-06 13:10:54,Stray,C1806601,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-06-17 00:00:00,Foster
5169,59787,2018-06-06 13:10:54,Stray,C1806601,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-08 00:00:00,Foster
5170,59787,2018-06-06 13:10:54,Stray,C1806601,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-19 00:00:00,Foster
5171,59787,2018-06-06 13:10:54,Stray,C1806601,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Lobby,2018-07-26 00:00:00,Adoption
5172,59788,2018-06-06 13:10:54,Stray,C1806602,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable window colony,2018-06-17 00:00:00,Foster
5173,59788,2018-06-06 13:10:54,Stray,C1806602,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable window colony,2018-07-08 00:00:00,Foster
5174,59788,2018-06-06 13:10:54,Stray,C1806602,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable window colony,2018-07-19 00:00:00,Foster
5175,59788,2018-06-06 13:10:54,Stray,C1806602,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable window colony,2018-08-01 00:00:00,Adoption
5176,59789,2018-06-06 13:49:54,Litter relinquishment,C1806636,Domestic Short Hair,Black,Cat,1 year 11 months.,Male,Adoptable Cat Middle Colony,2018-06-22 00:00:00,Adoption
5177,59790,2018-06-06 13:49:54,Litter relinquishment,C1806637,Domestic Short Hair,Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5178,59790,2018-06-06 13:49:54,Litter relinquishment,C1806637,Domestic Short Hair,Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-06-19 00:00:00,Foster
5179,59790,2018-06-06 13:49:54,Litter relinquishment,C1806637,Domestic Short Hair,Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-07-31 00:00:00,Adoption
5180,59791,2018-06-06 13:49:54,Litter relinquishment,C1806638,Domestic Short Hair,Black,Cat,8 months.,Female,Adoptable Cat Middle Colony,2018-06-08 00:00:00,Foster
5181,59791,2018-06-06 13:49:54,Litter relinquishment,C1806638,Domestic Short Hair,Black,Cat,8 months.,Female,Adoptable Cat Middle Colony,2018-06-19 00:00:00,Foster
5182,59791,2018-06-06 13:49:54,Litter relinquishment,C1806638,Domestic Short Hair,Black,Cat,8 months.,Female,Adoptable Cat Middle Colony,2018-08-11 00:00:00,Foster
5183,59791,2018-06-06 13:49:54,Litter relinquishment,C1806638,Domestic Short Hair,Black,Cat,8 months.,Female,Adoptable Cat Middle Colony,2018-11-18 00:00:00,Foster
5184,59791,2018-06-06 13:49:54,Litter relinquishment,C1806638,Domestic Short Hair,Black,Cat,8 months.,Female,Adoptable Cat Middle Colony,2018-12-24 00:00:00,Adoption
5185,59792,2018-06-06 13:49:54,Litter relinquishment,C1806639,Domestic Short Hair,Black and other colours mix,Cat,11 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5186,59792,2018-06-06 13:49:54,Litter relinquishment,C1806639,Domestic Short Hair,Black and other colours mix,Cat,11 months.,Female,Adoptable Cat Kennels,2018-06-19 00:00:00,Foster
5187,59792,2018-06-06 13:49:54,Litter relinquishment,C1806639,Domestic Short Hair,Black and other colours mix,Cat,11 months.,Female,Adoptable Cat Kennels,2018-07-20 00:00:00,Adoption
5188,59793,2018-06-06 13:49:54,Litter relinquishment,C1806640,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5189,59793,2018-06-06 13:49:54,Litter relinquishment,C1806640,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Adoptable Cat Kennels,2018-06-19 00:00:00,Foster
5190,59793,2018-06-06 13:49:54,Litter relinquishment,C1806640,Domestic Short Hair,Black and other colours mix,Cat,7 months.,Female,Adoptable Cat Kennels,2018-07-21 00:00:00,Adoption
5192,59795,2018-06-06 13:59:57,Incompatible with owner lifestyle,C1806641,Domestic Short Hair,Black,Cat,1 year 5 months.,Male,Adoptable Cat Big Colony,2018-08-03 00:00:00,Adoption
5194,59798,2018-06-06 16:37:56,Moving,C1806642,Domestic Short Hair,Multi colours,Cat,2 years 3 months.,Male,Adoptable Cat Kennels,2018-06-09 00:00:00,Adoption
5196,59802,2018-06-07 12:35:47,Stray,C1806606,Domestic Short Hair,White mix,Cat,8 months.,Male,Adoptable Cat Glass Colony,2018-06-18 00:00:00,Adoption
5197,59803,2018-06-07 12:35:47,Stray,C1806607,Domestic Short Hair,White mix,Cat,8 months.,Male,Adoptable Cat Glass Colony,2018-06-18 00:00:00,Adoption
5205,59811,2018-06-08 12:09:27,Stray,C1806618,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Cat room A,2018-06-25 00:00:00,Foster
5206,59811,2018-06-08 12:09:27,Stray,C1806618,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Cat room A,2019-01-04 00:00:00,Adoption
5207,59812,2018-06-08 12:56:00,Litter relinquishment,C1806644,Domestic Medium Hair,Designer colors,Cat,1 year 4 months.,Male,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5208,59812,2018-06-08 12:56:00,Litter relinquishment,C1806644,Domestic Medium Hair,Designer colors,Cat,1 year 4 months.,Male,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5209,59812,2018-06-08 12:56:00,Litter relinquishment,C1806644,Domestic Medium Hair,Designer colors,Cat,1 year 4 months.,Male,Adoptable Cat Kennels,2018-07-19 00:00:00,Adoption
5210,59812,2018-06-08 12:56:00,Litter relinquishment,C1806644,Domestic Medium Hair,Designer colors,Cat,1 year 4 months.,Male,Adoptable Cat Kennels,2019-08-29 00:00:00,Reclaimed
5211,59813,2018-06-08 12:56:00,Litter relinquishment,C1806645,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5212,59813,2018-06-08 12:56:00,Litter relinquishment,C1806645,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5213,59813,2018-06-08 12:56:00,Litter relinquishment,C1806645,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-07-20 00:00:00,Adoption
5214,59814,2018-06-08 12:56:00,Litter relinquishment,C1806646,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5215,59814,2018-06-08 12:56:00,Litter relinquishment,C1806646,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5216,59814,2018-06-08 12:56:00,Litter relinquishment,C1806646,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-07-20 00:00:00,Adoption
5217,59815,2018-06-08 12:56:00,Litter relinquishment,C1806647,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5218,59815,2018-06-08 12:56:00,Litter relinquishment,C1806647,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5219,59815,2018-06-08 12:56:00,Litter relinquishment,C1806647,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-07-23 00:00:00,Adoption
5220,59815,2018-06-08 12:56:00,Litter relinquishment,C1806647,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-08-17 00:00:00,Adoption
5221,59816,2018-06-08 12:56:00,Litter relinquishment,C1806648,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-08 00:00:00,Foster
5222,59816,2018-06-08 12:56:00,Litter relinquishment,C1806648,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-06-15 00:00:00,Foster
5223,59816,2018-06-08 12:56:00,Litter relinquishment,C1806648,Domestic Medium Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Kennels,2018-07-20 00:00:00,Adoption
5229,59822,2018-06-08 15:01:21,Unsuitable Accommodation,C1806652,Domestic Short Hair,Black,Cat,2 years 11 months.,Male,Adoptable Cat Big Colony,2018-08-11 00:00:00,Adoption
5230,59823,2018-06-08 15:01:21,Unsuitable Accommodation,C1806653,Domestic Short Hair,Black and other colours mix,Cat,1 year 1 month.,Male,Adoptable Cat Glass Colony,2018-06-19 00:00:00,Adoption
5231,59824,2018-06-08 15:01:21,Unsuitable Accommodation,C1806654,Domestic Short Hair,Black and other colours mix,Cat,1 year 1 month.,Female,Adoptable Cat Glass Colony,2018-06-16 00:00:00,Adoption
5236,59830,2018-06-09 10:19:59,Stray,C1806626,Domestic Short Hair,Orange,Cat,3 years 4 months.,Male,Cat room C,2018-06-21 00:00:00,Transfer
5237,59831,2018-06-09 12:08:29,Stray,C1806627,Domestic Long Hair,Black and other colours mix,Cat,6 months.,Male,Cat room A,2018-06-27 00:00:00,Adoption
5238,59832,2018-06-09 12:08:29,Stray,C1806628,Domestic Long Hair,Designer colors,Cat,6 months.,Male,Adoptable Cat Kennels,2018-07-02 00:00:00,Adoption
5247,59836,2018-06-09 12:57:00,Stray,C1806643,Domestic Short Hair,White mix,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2018-07-16 00:00:00,Foster
5248,59836,2018-06-09 12:57:00,Stray,C1806643,Domestic Short Hair,White mix,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2018-08-14 00:00:00,Foster
5249,59836,2018-06-09 12:57:00,Stray,C1806643,Domestic Short Hair,White mix,Cat,1 year 0 months.,Male,Adoptable Cat Middle Colony,2018-09-08 00:00:00,Adoption
5257,59846,2018-06-10 13:20:11,Stray,C1806649,Domestic Short Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Middle Colony,2018-06-16 00:00:00,Foster
5258,59846,2018-06-10 13:20:11,Stray,C1806649,Domestic Short Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Middle Colony,2018-07-11 00:00:00,Adoption
5263,59850,2018-06-11 12:14:31,Litter relinquishment,C1806894,Domestic Short Hair,White mix,Cat,6 months.,Male,Lobby,2018-06-12 00:00:00,Foster
5264,59850,2018-06-11 12:14:31,Litter relinquishment,C1806894,Domestic Short Hair,White mix,Cat,6 months.,Male,Lobby,2018-07-30 00:00:00,Adoption
5265,59851,2018-06-11 12:14:31,Litter relinquishment,C1806895,Domestic Short Hair,Black,Cat,8 months.,Male,Adoptable Cat Middle Colony,2018-06-12 00:00:00,Foster
5266,59851,2018-06-11 12:14:31,Litter relinquishment,C1806895,Domestic Short Hair,Black,Cat,8 months.,Male,Adoptable Cat Middle Colony,2018-08-11 00:00:00,Foster
